customer_id,NUMBER_OF_LOANS,SHORT_TERM_COUNT,MID_TERM_COUNT,LONG_TERM_COUNT,OUTSTANDING_BAL_ALL_CURRENT,NUM_NEW_LOAN_TAKEN_3M,NUM_NEW_LOAN_TAKEN_6M,NUM_NEW_LOAN_TAKEN_9M,NUM_NEW_LOAN_TAKEN_12M,NUM_NEW_LOAN_TAKEN_BANK_3M,NUM_NEW_LOAN_TAKEN_BANK_6M,NUM_NEW_LOAN_TAKEN_BANK_9M,NUM_NEW_LOAN_TAKEN_BANK_12M,NUM_NEW_LOAN_TAKEN_NON_BANK_3M,NUM_NEW_LOAN_TAKEN_NON_BANK_6M,NUM_NEW_LOAN_TAKEN_NON_BANK_9M,NUM_NEW_LOAN_TAKEN_NON_BANK_12M,ENQUIRIES_3M,ENQUIRIES_12M,CREDIT_CARD_MONTH_SINCE_10DPD,CREDIT_CARD_MONTH_SINCE_30DPD,CREDIT_CARD_MONTH_SINCE_60DPD,CREDIT_CARD_MONTH_SINCE_90DPD,CREDIT_CARD_MONTH_SINCE_10DPD_FLAG,CREDIT_CARD_MONTH_SINCE_30DPD_FLAG,CREDIT_CARD_MONTH_SINCE_60DPD_FLAG,CREDIT_CARD_MONTH_SINCE_90DPD_FLAG,CREDIT_CARD_NUMBER_OF_LATE_PAYMENT
8916,10.0,4.0,7.0,1.0,910.0,1.0,10.0,10.0,10.0,1.0,,10.0,,1.0,10.0,10.0,10.0,12.0,22.0,,,,,0.0,0.0,0.0,,1.0
5204,7.0,4.0,4.0,1.0,940.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,12.0,17.0,,,,,0.0,,0.0,0.0,1.0
10699,,,1.0,1.0,110.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,0.0,0.0,0.0,1.0
1348,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,17.0,,,,,,,0.0,,0.0,1.0
18862,28.0,13.0,16.0,1.0,1530.0,1.0,,13.0,,1.0,10.0,13.0,16.0,1.0,10.0,13.0,16.0,7.0,37.0,,,,,0.0,0.0,0.0,,1.0
25084,,7.0,7.0,4.0,4540.0,7.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,7.0,32.0,,,,,0.0,0.0,,0.0,1.0
9579,10.0,7.0,4.0,1.0,470.0,4.0,7.0,7.0,7.0,4.0,7.0,,7.0,4.0,7.0,,7.0,32.0,37.0,,,,,0.0,0.0,0.0,0.0,1.0
11690,4.0,4.0,1.0,1.0,,,,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,7.0,,,,,,0.0,0.0,0.0,1.0
12716,16.0,10.0,7.0,1.0,2330.0,4.0,4.0,7.0,13.0,4.0,4.0,7.0,13.0,4.0,4.0,7.0,,22.0,87.0,,,,,0.0,0.0,0.0,0.0,
18188,4.0,4.0,,1.0,90.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
14203,16.0,13.0,4.0,1.0,460.0,,10.0,16.0,16.0,7.0,10.0,16.0,16.0,7.0,10.0,16.0,16.0,27.0,,,,,,0.0,0.0,0.0,0.0,1.0
14508,4.0,4.0,1.0,1.0,30.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
15793,16.0,13.0,4.0,1.0,1100.0,10.0,10.0,13.0,13.0,10.0,10.0,13.0,13.0,10.0,,13.0,13.0,32.0,67.0,,,,,0.0,,,,4.0
5504,4.0,4.0,1.0,1.0,50.0,1.0,,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,7.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
1723,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,12.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
22134,,4.0,1.0,,20.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,17.0,27.0,,,,,0.0,0.0,,0.0,1.0
8837,4.0,4.0,1.0,1.0,470.0,4.0,,7.0,7.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,,,,,,0.0,0.0,0.0,0.0,1.0
16205,4.0,4.0,1.0,1.0,90.0,,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,17.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
22700,4.0,4.0,1.0,1.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
14786,4.0,4.0,1.0,1.0,180.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
19346,13.0,1.0,13.0,1.0,3140.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,13.0,13.0,,27.0,32.0,,,,,0.0,0.0,0.0,0.0,1.0
12140,13.0,7.0,7.0,1.0,410.0,,4.0,4.0,7.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
15717,10.0,7.0,4.0,1.0,390.0,7.0,,10.0,10.0,7.0,7.0,10.0,10.0,7.0,7.0,,,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
14836,16.0,13.0,4.0,1.0,520.0,1.0,7.0,7.0,10.0,1.0,7.0,7.0,10.0,1.0,7.0,7.0,10.0,7.0,17.0,,,,,0.0,,0.0,0.0,1.0
1096,7.0,7.0,1.0,1.0,220.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
1508,7.0,7.0,1.0,1.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,,,,,0.0,,0.0,0.0,1.0
23706,,7.0,1.0,1.0,110.0,1.0,7.0,7.0,7.0,1.0,7.0,,7.0,1.0,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,
68,1.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
4427,4.0,4.0,1.0,1.0,50.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,17.0,,,,,,0.0,0.0,0.0,0.0,1.0
5146,4.0,4.0,1.0,1.0,80.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,17.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
3967,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,,,,,,0.0,0.0,0.0,0.0,1.0
2898,4.0,4.0,1.0,1.0,50.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
23502,28.0,10.0,19.0,1.0,1560.0,7.0,13.0,19.0,19.0,7.0,13.0,19.0,19.0,7.0,13.0,19.0,19.0,17.0,27.0,,,,,0.0,,0.0,0.0,1.0
14442,7.0,4.0,,1.0,1090.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,37.0,,,,,,0.0,0.0,,0.0,1.0
19313,7.0,4.0,4.0,1.0,1080.0,4.0,,7.0,10.0,,,7.0,10.0,4.0,7.0,,10.0,17.0,27.0,,,,,0.0,0.0,0.0,0.0,67.0
4542,7.0,7.0,1.0,1.0,280.0,7.0,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
13565,16.0,7.0,10.0,,990.0,7.0,,13.0,13.0,7.0,,13.0,13.0,7.0,10.0,13.0,13.0,17.0,27.0,,,,,,0.0,0.0,0.0,1.0
15032,10.0,1.0,10.0,1.0,650.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,22.0,77.0,,,,,0.0,0.0,0.0,0.0,1.0
18762,10.0,10.0,1.0,1.0,1160.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,17.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
636,1.0,,1.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
20679,7.0,7.0,,1.0,260.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,,4.0,7.0,7.0,7.0,7.0,,,,,,0.0,0.0,,0.0,1.0
6998,7.0,1.0,7.0,1.0,,1.0,1.0,4.0,7.0,1.0,1.0,4.0,7.0,,1.0,4.0,,17.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
22408,,10.0,1.0,1.0,210.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
10675,4.0,,1.0,1.0,130.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,,1.0
20472,7.0,4.0,4.0,1.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,22.0,32.0,,,,,0.0,0.0,0.0,0.0,1.0
8918,25.0,13.0,13.0,1.0,4440.0,1.0,10.0,13.0,13.0,1.0,10.0,13.0,,1.0,10.0,13.0,13.0,42.0,102.0,,,,,0.0,0.0,0.0,0.0,1.0
5671,4.0,4.0,1.0,1.0,40.0,,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,,7.0,,,,,0.0,0.0,0.0,0.0,1.0
11133,13.0,,7.0,1.0,1660.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,7.0,22.0,37.0,,,,,0.0,0.0,0.0,0.0,1.0
7842,10.0,10.0,1.0,1.0,,4.0,7.0,7.0,10.0,4.0,7.0,7.0,10.0,4.0,7.0,7.0,10.0,17.0,17.0,,,,,0.0,,0.0,0.0,1.0
3087,7.0,1.0,7.0,1.0,240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,,,,,0.0,0.0,,0.0,1.0
19204,4.0,4.0,1.0,1.0,80.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
7863,16.0,4.0,13.0,1.0,880.0,4.0,,16.0,16.0,4.0,13.0,16.0,,4.0,13.0,16.0,16.0,7.0,22.0,,,,,0.0,0.0,,0.0,1.0
14399,7.0,7.0,1.0,1.0,140.0,4.0,7.0,7.0,,4.0,7.0,,,,7.0,7.0,7.0,,12.0,,,,,0.0,0.0,0.0,0.0,1.0
2939,7.0,4.0,4.0,,920.0,4.0,4.0,4.0,7.0,4.0,4.0,,,4.0,4.0,4.0,7.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
20395,10.0,7.0,4.0,1.0,170.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
12652,19.0,10.0,10.0,1.0,,10.0,16.0,19.0,19.0,10.0,16.0,19.0,19.0,10.0,16.0,19.0,19.0,7.0,17.0,,,,,,0.0,0.0,0.0,
8104,19.0,,13.0,1.0,980.0,1.0,7.0,13.0,13.0,1.0,7.0,13.0,13.0,1.0,,13.0,13.0,12.0,12.0,,,,,,0.0,0.0,,1.0
20430,13.0,10.0,4.0,1.0,460.0,7.0,13.0,19.0,19.0,7.0,13.0,19.0,19.0,7.0,13.0,19.0,,17.0,47.0,,,,,0.0,0.0,0.0,0.0,1.0
23005,10.0,7.0,4.0,1.0,710.0,4.0,,10.0,10.0,4.0,4.0,10.0,10.0,4.0,4.0,10.0,10.0,27.0,27.0,,,,,,0.0,0.0,0.0,1.0
18811,,10.0,7.0,1.0,,1.0,7.0,10.0,,,7.0,,22.0,1.0,7.0,10.0,22.0,,152.0,,,,,0.0,0.0,0.0,0.0,1.0
14130,4.0,4.0,1.0,1.0,40.0,1.0,4.0,4.0,4.0,1.0,,4.0,4.0,1.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,,1.0
13122,10.0,7.0,4.0,1.0,1130.0,10.0,,13.0,13.0,10.0,10.0,13.0,13.0,10.0,10.0,13.0,13.0,7.0,,,,,,0.0,0.0,0.0,0.0,1.0
23814,16.0,,4.0,1.0,1010.0,,10.0,13.0,16.0,4.0,10.0,13.0,16.0,4.0,,13.0,16.0,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
105,4.0,4.0,,1.0,50.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
24430,,4.0,1.0,1.0,140.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,,4.0,7.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
17461,4.0,4.0,1.0,1.0,,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,7.0,,,,,,0.0,0.0,,0.0,1.0
3469,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,1.0
24423,7.0,7.0,1.0,1.0,130.0,7.0,7.0,7.0,,7.0,,7.0,7.0,7.0,7.0,,7.0,7.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
1844,10.0,1.0,10.0,1.0,740.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,22.0,,,,,0.0,0.0,0.0,0.0,1.0
23535,4.0,4.0,1.0,1.0,90.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,,1.0
14047,4.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,7.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
338,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,0.0,0.0,0.0,0.0,
1586,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,1.0
13281,7.0,7.0,1.0,1.0,80.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,17.0,17.0,,,,,0.0,0.0,0.0,,1.0
4906,7.0,7.0,1.0,1.0,80.0,1.0,,7.0,7.0,1.0,4.0,7.0,,1.0,4.0,7.0,7.0,22.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
10245,22.0,19.0,,,450.0,13.0,13.0,19.0,22.0,13.0,13.0,19.0,22.0,13.0,13.0,19.0,,12.0,12.0,,,,,0.0,0.0,0.0,,1.0
18858,7.0,7.0,1.0,1.0,40.0,,1.0,4.0,,1.0,,,4.0,1.0,,4.0,4.0,7.0,12.0,,,,,0.0,0.0,,0.0,1.0
7799,7.0,4.0,4.0,1.0,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,,
25576,13.0,10.0,4.0,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,7.0,37.0,,,,,,0.0,0.0,0.0,1.0
21559,4.0,4.0,1.0,1.0,,,1.0,4.0,4.0,1.0,1.0,,4.0,1.0,1.0,,4.0,17.0,47.0,,,,,,0.0,,0.0,1.0
20096,4.0,4.0,1.0,1.0,,7.0,7.0,7.0,,7.0,,,7.0,7.0,,7.0,7.0,22.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
15407,16.0,1.0,16.0,1.0,1820.0,1.0,10.0,13.0,16.0,1.0,,,16.0,1.0,10.0,13.0,16.0,7.0,57.0,,,,,0.0,0.0,0.0,0.0,1.0
5049,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,0.0,0.0,0.0,0.0,1.0
16552,10.0,10.0,1.0,1.0,580.0,7.0,,10.0,13.0,7.0,10.0,10.0,13.0,7.0,10.0,10.0,13.0,17.0,17.0,,,,,,0.0,0.0,0.0,1.0
23135,10.0,1.0,10.0,1.0,1660.0,4.0,4.0,7.0,10.0,4.0,4.0,7.0,10.0,4.0,4.0,7.0,10.0,,37.0,,,,,0.0,0.0,0.0,,1.0
19410,7.0,7.0,1.0,1.0,60.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
5550,7.0,7.0,1.0,1.0,150.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,7.0,7.0,7.0,7.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
21964,10.0,10.0,1.0,1.0,140.0,4.0,4.0,,,4.0,,4.0,7.0,4.0,4.0,4.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
2681,4.0,4.0,,1.0,360.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,22.0,,,,,0.0,0.0,,0.0,34.0
17075,7.0,7.0,1.0,,240.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,17.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
17091,7.0,1.0,7.0,1.0,,1.0,4.0,,7.0,1.0,4.0,4.0,7.0,,4.0,4.0,7.0,27.0,,,,,,0.0,0.0,0.0,0.0,1.0
359,10.0,10.0,1.0,1.0,540.0,4.0,,4.0,7.0,4.0,4.0,,7.0,4.0,4.0,4.0,7.0,17.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
16665,10.0,10.0,1.0,1.0,300.0,7.0,7.0,10.0,10.0,7.0,7.0,10.0,10.0,7.0,7.0,10.0,10.0,12.0,,,,,,0.0,0.0,0.0,0.0,1.0
8446,10.0,7.0,4.0,1.0,470.0,4.0,7.0,7.0,,,7.0,7.0,7.0,4.0,7.0,7.0,7.0,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
19876,4.0,4.0,1.0,1.0,200.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,,,1.0
21715,7.0,7.0,1.0,1.0,350.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,,7.0,22.0,42.0,,,,,,0.0,0.0,0.0,1.0
18574,,4.0,7.0,1.0,2980.0,4.0,4.0,7.0,10.0,4.0,4.0,7.0,10.0,4.0,4.0,7.0,10.0,7.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
16891,7.0,7.0,1.0,1.0,,1.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,,27.0,,,,,0.0,0.0,0.0,0.0,1.0
21716,4.0,4.0,1.0,,70.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,17.0,,,,,0.0,0.0,,0.0,1.0
407,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,32.0,,,,,0.0,0.0,0.0,0.0,1.0
22662,25.0,4.0,22.0,1.0,3270.0,4.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,22.0,57.0,,,,,0.0,0.0,0.0,,1.0
11873,4.0,4.0,1.0,1.0,20.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,4.0,,7.0,,,,,0.0,,0.0,0.0,1.0
19440,7.0,7.0,1.0,1.0,100.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,7.0,,,,,0.0,0.0,0.0,0.0,
19427,7.0,7.0,1.0,1.0,280.0,,4.0,10.0,10.0,4.0,4.0,10.0,10.0,4.0,,10.0,10.0,7.0,22.0,,,,,0.0,0.0,0.0,0.0,
7332,4.0,4.0,,1.0,90.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,17.0,,,,,0.0,,0.0,0.0,1.0
6201,10.0,10.0,1.0,1.0,130.0,7.0,7.0,10.0,10.0,7.0,7.0,10.0,10.0,,7.0,10.0,10.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
4129,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
2691,1.0,1.0,,1.0,170.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,27.0,11.0,,,,1.0,0.0,0.0,0.0,7.0
11820,7.0,7.0,1.0,1.0,,1.0,,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,102.0,,,,,0.0,0.0,0.0,,1.0
17143,4.0,4.0,1.0,1.0,80.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
17757,10.0,10.0,1.0,1.0,160.0,10.0,10.0,10.0,10.0,,10.0,10.0,,10.0,,10.0,10.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
7897,10.0,10.0,,1.0,260.0,7.0,7.0,13.0,13.0,7.0,7.0,13.0,13.0,7.0,7.0,13.0,13.0,22.0,27.0,,,,,,0.0,0.0,0.0,1.0
17130,13.0,1.0,13.0,1.0,2800.0,1.0,4.0,7.0,10.0,1.0,4.0,7.0,,1.0,4.0,7.0,,22.0,62.0,,,,,0.0,0.0,0.0,0.0,1.0
17999,7.0,7.0,1.0,1.0,330.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0,7.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
1113,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
21599,10.0,10.0,1.0,1.0,60.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,4.0,,10.0,10.0,17.0,22.0,,,,,,0.0,0.0,0.0,1.0
5865,13.0,1.0,13.0,1.0,3500.0,1.0,,7.0,7.0,,4.0,7.0,7.0,1.0,4.0,7.0,7.0,17.0,97.0,,,,,0.0,0.0,0.0,0.0,4.0
14751,10.0,,1.0,1.0,320.0,4.0,7.0,7.0,7.0,,7.0,,7.0,4.0,7.0,7.0,7.0,7.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
13713,4.0,4.0,1.0,1.0,80.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
17947,7.0,7.0,1.0,1.0,2150.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
4193,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,42.0,,,,,0.0,0.0,0.0,0.0,
9919,16.0,7.0,,1.0,1800.0,1.0,7.0,10.0,10.0,,7.0,10.0,10.0,1.0,7.0,10.0,10.0,12.0,62.0,,,,,,0.0,0.0,0.0,16.0
6568,4.0,,1.0,,60.0,,1.0,4.0,,1.0,1.0,4.0,4.0,,1.0,4.0,4.0,7.0,37.0,,,,,0.0,0.0,0.0,0.0,13.0
12686,13.0,10.0,4.0,1.0,980.0,7.0,10.0,13.0,13.0,7.0,,13.0,13.0,7.0,10.0,13.0,13.0,,22.0,,,,,0.0,0.0,0.0,0.0,1.0
18923,7.0,4.0,4.0,1.0,1330.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,67.0,87.0,,,,,0.0,0.0,0.0,0.0,1.0
22111,10.0,4.0,7.0,1.0,1130.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,37.0,37.0,,,,,0.0,0.0,0.0,0.0,1.0
3606,4.0,4.0,1.0,1.0,70.0,1.0,1.0,4.0,4.0,,1.0,4.0,4.0,,1.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
1715,10.0,7.0,,1.0,290.0,7.0,10.0,10.0,10.0,7.0,10.0,,10.0,7.0,10.0,10.0,10.0,12.0,37.0,,,,,0.0,0.0,0.0,,1.0
10188,10.0,10.0,1.0,1.0,500.0,10.0,13.0,13.0,13.0,10.0,13.0,13.0,13.0,10.0,13.0,13.0,13.0,,12.0,,,,,0.0,0.0,0.0,0.0,1.0
13994,13.0,13.0,1.0,1.0,100.0,,13.0,13.0,13.0,10.0,13.0,13.0,13.0,10.0,13.0,13.0,13.0,,22.0,,,,,0.0,0.0,0.0,0.0,
6991,,,1.0,1.0,150.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,37.0,57.0,,,,,0.0,0.0,0.0,,1.0
9368,,7.0,1.0,1.0,,,4.0,7.0,7.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,,,,,,0.0,0.0,0.0,1.0
22704,13.0,7.0,7.0,1.0,4060.0,1.0,7.0,10.0,13.0,1.0,7.0,10.0,13.0,,,10.0,13.0,7.0,52.0,,,,,0.0,0.0,0.0,0.0,1.0
6729,10.0,4.0,,1.0,900.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
5386,25.0,16.0,10.0,1.0,920.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,87.0,,,,,0.0,0.0,,0.0,1.0
6047,,1.0,,1.0,720.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,,0.0,1.0
22140,,,10.0,1.0,2820.0,,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,32.0,127.0,,,,,0.0,0.0,0.0,0.0,280.0
14845,7.0,7.0,1.0,1.0,30.0,4.0,7.0,7.0,7.0,4.0,7.0,,7.0,4.0,,7.0,7.0,12.0,,,,,,0.0,0.0,0.0,0.0,
